20,2000
40,1000
60,666.6666667
80,500
100,400
120,333.3333333
140,285.7142857
160,250
180,222.2222222
200,200
220,181.8181818
240,166.6666667
260,153.8461538
280,142.8571429
300,133.3333333
320,125
340,117.6470588
360,111.1111111
380,105.2631579
400,100
420,95.23809524
440,90.90909091
460,86.95652174
480,83.33333333
500,80
550,72.72727273
600,66.66666667
650,61.53846154
700,57.14285714
750,53.33333333
800,50
850,47.05882353
900,44.44444444
